Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
Transformer: Visual Knowledge Card,https://veda.ng/images/glossary/transformer.svg,Artificial Intelligence Basics,,"Transformer explained clearly. The Transformer is a neural network architecture introduced in the 2017 paper 'Attention Is All You Need.' It's the foundation of modern LLMs. Before Transformers, neural networks used RNNs (Recurrent Neural Networks) and LSTMs (Long Short-Term Memory networks) to process sequences. These architectures process data sequentially, one token at a time, which is slow and loses long-range dependencies. Transformers introduced the attention mechanism.... Read more on the glossary.",https://veda.ng/glossary/transformer,,"transformer, ai, artificial intelligence, ai, glossary, definition, transformer"
Token: Visual Knowledge Card,https://veda.ng/images/glossary/token.svg,Artificial Intelligence Basics,,"Token explained clearly. A token is the smallest unit of text that an LLM processes. It's not a word. A word is often multiple tokens, sometimes a token is part of a word. In English, one token is roughly 0.75 words on average. So a 1000-token context is roughly 750 words. Models have context windows, maximum token lengths they can process. GPT-4 has 128k tokens, which is roughly 96k words. Llama 2 has 4k tokens. This context window limit matters. It determines how much text... Read more on the glossary.",https://veda.ng/glossary/token,,"token, ai, artificial intelligence, ai, glossary, definition, token"
Embeddings: Visual Knowledge Card,https://veda.ng/images/glossary/embeddings.svg,Artificial Intelligence Basics,,"Embeddings explained clearly. Embeddings are vector representations of text, images, or other data in high-dimensional space. The key insight is that semantically similar items cluster together in embedding space. If you embed the word 'dog' and the word 'puppy,' they'll be close. If you embed 'dog' and 'car,' they'll be far apart. This geometric property makes embeddings powerful. You can compute similarity by measuring distance. You can find nearest neighbors. You can clust... Read more on the glossary.",https://veda.ng/glossary/embeddings,,"embeddings, ai, artificial intelligence, ai, glossary, definition, embeddings"
Agent: Visual Knowledge Card,https://veda.ng/images/glossary/agent.svg,Artificial Intelligence Basics,,"Agent explained clearly. An Agent is an AI system that perceives its environment, makes decisions, and takes actions to achieve goals. It's autonomous. It operates without constant human direction. A basic agent has this loop: observe the environment, decide what action to take, execute the action, observe the results, repeat. The difference between an agent and a chatbot is autonomy. A chatbot answers questions you ask. An agent sets its own goals and pursues them. Modern AI... Read more on the glossary.",https://veda.ng/glossary/agent,,"agent, ai, artificial intelligence, ai, glossary, definition, agent"
Multimodal AI: Visual Knowledge Card,https://veda.ng/images/glossary/multimodal-ai.svg,Artificial Intelligence Basics,,"Multimodal AI explained clearly. Multimodal AI is a category of models that process multiple data types, text, images, audio, video, in a single system. GPT-4V can analyze images and text together. Gemini is natively multimodal, handling text, code, images, audio, and video in one model. Multimodal systems are more powerful than unimodal systems because they can reason across modalities. They understand how image content relates to text descriptions. They can extract informat... Read more on the glossary.",https://veda.ng/glossary/multimodal-ai,,"multimodal ai, ai, artificial intelligence, ai, glossary, definition, multimodal"
Context Window: Visual Knowledge Card,https://veda.ng/images/glossary/context-window.svg,Artificial Intelligence Basics,,"Context Window explained clearly. A context window is the maximum amount of text a language model can process in a single interaction, measured in tokens. Everything the model can 'see' at once (your prompt, the conversation history, any documents you've pasted in) must fit inside this window. Early GPT models had context windows of 4,000 tokens, roughly 3,000 words. Modern models like Claude and GPT-4 have windows of 128,000 to 200,000 tokens or more, enough to hold an entir... Read more on the glossary.",https://veda.ng/glossary/context-window,,"context window, ai, artificial intelligence, ai, glossary, definition, context, window"
Temperature: Visual Knowledge Card,https://veda.ng/images/glossary/temperature.svg,Artificial Intelligence Basics,,"Temperature explained clearly. Temperature is a parameter controlling the randomness of language model output by scaling the logits (pre-softmax scores) before sampling the next token, directly shaping the creativity-accuracy tradeoff in generation. Mathematically, temperature divides logits before softmax: lower temperatures make the probability distribution sharper (concentrating probability on likely tokens), while higher temperatures flatten it (spreading probability acro... Read more on the glossary.",https://veda.ng/glossary/temperature,,"temperature, ai, artificial intelligence, ai, glossary, definition, temperature"
Inference: Visual Knowledge Card,https://veda.ng/images/glossary/inference.svg,Artificial Intelligence Basics,,"Inference explained clearly. Inference is the process of running a trained AI model to generate predictions or outputs. It is distinct from training, which is the process of building the model. When you send a message to ChatGPT or Claude, what happens on the server is inference: the model takes your input, passes it through billions of parameters, and generates a response token by token. Training a large model can take weeks and cost millions of dollars in compute. Inference... Read more on the glossary.",https://veda.ng/glossary/inference,,"inference, ai, artificial intelligence, ai, glossary, definition, inference"
Chain-of-Thought Prompting: Visual Knowledge Card,https://veda.ng/images/glossary/chain-of-thought.svg,Artificial Intelligence Basics,,"Chain-of-Thought Prompting explained clearly. Chain-of-thought prompting is a technique where you instruct a language model to reason step by step before giving a final answer. Instead of asking 'What is 17% of 340?' directly, you say 'Think through this step by step.' The model then reasons through intermediate steps before arriving at an answer. The final answer is more accurate because the model caught and corrected its own reasoning mid-process. This technique works becau... Read more on the glossary.",https://veda.ng/glossary/chain-of-thought,,"chain-of-thought prompting, ai, artificial intelligence, ai, glossary, definition, chainofthought, prompting"
Reasoning Model: Visual Knowledge Card,https://veda.ng/images/glossary/reasoning-model.svg,Artificial Intelligence Basics,,"Reasoning Model explained clearly. A reasoning model is a class of AI model designed to think before responding, using an internal chain-of-thought process to work through complex problems. OpenAI's o1 and o3 series, DeepSeek-R1, and similar models are the primary examples. Standard LLMs generate responses token by token, essentially improvising. Reasoning models spend time on internal deliberation, exploring multiple approaches, checking their own logic, and backtracking whe... Read more on the glossary.",https://veda.ng/glossary/reasoning-model,,"reasoning model, ai, artificial intelligence, ai, glossary, definition, reasoning, model"
Model Context Protocol (MCP): Visual Knowledge Card,https://veda.ng/images/glossary/mcp.svg,Artificial Intelligence Basics,,"Model Context Protocol (MCP) explained clearly. Model Context Protocol is an open standard developed by Anthropic that defines how AI models connect to external tools, data sources, and services. Before MCP, every AI application required custom integration code for each tool the model needed to use: one integration for a database, another for a file system, another for a web browser. MCP standardizes this interface. Any tool that implements the MCP server specification can be... Read more on the glossary.",https://veda.ng/glossary/mcp,,"model context protocol (mcp), ai, artificial intelligence, ai, glossary, definition, model, context, protocol"
Vector Database: Visual Knowledge Card,https://veda.ng/images/glossary/vector-database.svg,Artificial Intelligence Basics,,"Vector Database explained clearly. A vector database is a database optimized for storing and searching high-dimensional numerical vectors, which are how AI models represent the meaning of text, images, and other data. When an embedding model processes a piece of text, it converts it into a vector, an array of hundreds or thousands of numbers that encodes its semantic meaning. Similar meanings produce similar vectors. A vector database stores these vectors and allows you to se... Read more on the glossary.",https://veda.ng/glossary/vector-database,,"vector database, ai, artificial intelligence, ai, glossary, definition, vector, database"
Model Distillation: Visual Knowledge Card,https://veda.ng/images/glossary/model-distillation.svg,Artificial Intelligence Basics,,"Model Distillation explained clearly. Model distillation is a technique for creating a smaller, faster model that approximates the behavior of a larger, more capable one. The large model is called the teacher, the smaller model the student. During distillation, the student model is trained not just on labeled data, but on the output probability distributions of the teacher. Instead of learning 'the answer is cat,' the student learns 'the teacher was 85% confident it was cat,... Read more on the glossary.",https://veda.ng/glossary/model-distillation,,"model distillation, ai, artificial intelligence, ai, glossary, definition, model, distillation"
Attention Mechanism: Visual Knowledge Card,https://veda.ng/images/glossary/attention-mechanism.svg,Artificial Intelligence Basics,,"Attention Mechanism explained clearly. The attention mechanism is the core innovation inside transformer models that allows them to weigh the importance of different parts of an input sequence when generating each output token. Before attention, recurrent neural networks processed sequences step by step, losing context over long distances. Attention solved this by letting every token directly attend to every other token, regardless of distance. The mechanism computes three ve... Read more on the glossary.",https://veda.ng/glossary/attention-mechanism,,"attention mechanism, ai, artificial intelligence, ai, glossary, definition, attention, mechanism"
Quantization: Visual Knowledge Card,https://veda.ng/images/glossary/quantization.svg,Artificial Intelligence Basics,,"Quantization explained clearly. Quantization is a model compression technique that reduces the precision of a neural network's numerical weights, making models smaller, faster, and cheaper to run. Neural networks store their parameters as floating-point numbers, typically 32-bit or 16-bit values. Quantization reduces these to lower precision formats like 8-bit integers or even 4-bit values. The size reduction is dramatic: a 32-bit float model shrinks to one-eighth the size wh... Read more on the glossary.",https://veda.ng/glossary/quantization,,"quantization, ai, artificial intelligence, ai, glossary, definition, quantization"
Agentic Loop: Visual Knowledge Card,https://veda.ng/images/glossary/agentic-loop.svg,Artificial Intelligence Basics,,"Agentic Loop explained clearly. An agentic loop is the core execution pattern of AI agent systems: the repeated cycle of perceiving the environment, reasoning about the situation, selecting and taking an action, observing results, and repeating. Each iteration the agent updates its internal state based on what happened, then reasons about what to do next. This loop continues until a goal is achieved, a termination condition is met, or the agent determines it cannot proceed. T... Read more on the glossary.",https://veda.ng/glossary/agentic-loop,,"agentic loop, ai, artificial intelligence, ai, glossary, definition, agentic, loop"
Synthetic Data: Visual Knowledge Card,https://veda.ng/images/glossary/synthetic-data.svg,Artificial Intelligence Basics,,"Synthetic Data explained clearly. Synthetic data is artificially generated data created to train, test, or evaluate AI systems, as opposed to data collected from real-world observations. It's becoming critical to AI development as real-world data becomes scarce, expensive, or sensitive. LLMs trained on internet data have largely exhausted high-quality human-written text. The next scaling frontier involves models generating their own training data. Models like GPT-4 generate r... Read more on the glossary.",https://veda.ng/glossary/synthetic-data,,"synthetic data, ai, artificial intelligence, ai, glossary, definition, synthetic, data"
Prompt Injection: Visual Knowledge Card,https://veda.ng/images/glossary/prompt-injection.svg,Artificial Intelligence Basics,,"Prompt Injection explained clearly. Prompt injection is a security attack where malicious instructions are embedded in content that an AI system processes, causing the model to follow attacker-controlled commands instead of legitimate user or system instructions. It exploits the fundamental nature of LLMs: they process all text in their context as potential instructions without being able to reliably distinguish between trusted system prompts and untrusted external content. A... Read more on the glossary.",https://veda.ng/glossary/prompt-injection,,"prompt injection, ai, artificial intelligence, ai, glossary, definition, prompt, injection"
Mixture of Experts (MoE): Visual Knowledge Card,https://veda.ng/images/glossary/mixture-of-experts.svg,Artificial Intelligence Basics,,"Mixture of Experts (MoE) explained clearly. Mixture of Experts is a neural network architecture where only a fraction of the model's parameters are active for any given input, routing each token to the subset of 'expert' networks most relevant to it. Instead of every token passing through all layers, a router network decides which experts to activate. GPT-4 and Mixtral use MoE architectures. The advantage is parameter efficiency: you can have a model with 1 trillion total par... Read more on the glossary.",https://veda.ng/glossary/mixture-of-experts,,"mixture of experts (moe), ai, artificial intelligence, ai, glossary, definition, mixture, experts"
Grounding: Visual Knowledge Card,https://veda.ng/images/glossary/grounding.svg,Artificial Intelligence Basics,,"Grounding explained clearly. Grounding in AI refers to connecting model outputs to verifiable external reality, ensuring that claims made by the model are supported by specific, retrievable sources rather than patterns learned during training. An ungrounded model reasons purely from statistical associations in its weights, which can produce confident hallucinations. A grounded model ties its outputs to citations, retrieved documents, or real-time data, allowing verification.... Read more on the glossary.",https://veda.ng/glossary/grounding,,"grounding, ai, artificial intelligence, ai, glossary, definition, grounding"
Attention Head: Visual Knowledge Card,https://veda.ng/images/glossary/attention-head.svg,Artificial Intelligence Basics,,"Attention Head explained clearly. An attention head is one of multiple parallel attention mechanisms within a transformer layer, each independently learning different types of relationships between tokens in a sequence. In multi-head attention, the model doesn't compute attention just once, it computes it multiple times simultaneously through separate heads. Each head has its own Query, Key, and Value projection matrices, allowing it to specialize in different patterns. One h... Read more on the glossary.",https://veda.ng/glossary/attention-head,,"attention head, ai, artificial intelligence, ai, glossary, definition, attention, head"
Positional Encoding: Visual Knowledge Card,https://veda.ng/images/glossary/positional-encoding.svg,Artificial Intelligence Basics,,"Positional Encoding explained clearly. Positional encoding is a technique for injecting sequence position information into transformer models, which otherwise process all tokens in parallel with no inherent notion of order. Without positional information, a transformer would treat 'the dog bit the man' identically to 'the man bit the dog', it would see the same set of tokens with no understanding of their arrangement. The original transformer paper introduced sinusoidal posit... Read more on the glossary.",https://veda.ng/glossary/positional-encoding,,"positional encoding, ai, artificial intelligence, ai, glossary, definition, positional, encoding"
Batch Normalization: Visual Knowledge Card,https://veda.ng/images/glossary/batch-normalization.svg,Artificial Intelligence Basics,,"Batch Normalization explained clearly. Batch normalization is a technique for stabilizing and accelerating neural network training by normalizing layer inputs to have zero mean and unit variance across each mini-batch. As networks train, the distribution of inputs to each layer shifts because earlier layers' parameters change, a phenomenon called internal covariate shift. This instability forces careful learning rate selection and weight initialization. Batch normalization ad... Read more on the glossary.",https://veda.ng/glossary/batch-normalization,,"batch normalization, ai, artificial intelligence, ai, glossary, definition, batch, normalization"
Beam Search: Visual Knowledge Card,https://veda.ng/images/glossary/beam-search.svg,Artificial Intelligence Basics,,"Beam Search explained clearly. Beam search is a decoding algorithm for language models that maintains multiple candidate sequences in parallel, exploring the k most promising options at each generation step rather than greedily committing to the single best token. The algorithm works by expanding each current candidate with all possible next tokens, scoring the results, and keeping only the top k candidates (the 'beam width') for the next step. A beam width of 1 is equivalent... Read more on the glossary.",https://veda.ng/glossary/beam-search,,"beam search, ai, artificial intelligence, ai, glossary, definition, beam, search"
Latency: Visual Knowledge Card,https://veda.ng/images/glossary/latency.svg,Artificial Intelligence Basics,,"Latency explained clearly. Latency measures the time delay between initiating a request and receiving a response, a critical metric for user experience and system design. In AI systems, latency breaks down into several components: network latency (time for data to travel between client and server), queue latency (time waiting for processing resources), and inference latency (time for the model to generate output). First-token latency measures time until the first token appear... Read more on the glossary.",https://veda.ng/glossary/latency,,"latency, ai, artificial intelligence, ai, glossary, definition, latency"
Perplexity: Visual Knowledge Card,https://veda.ng/images/glossary/perplexity.svg,Artificial Intelligence Basics,,"Perplexity explained clearly. Perplexity is a metric measuring how well a language model predicts a test dataset, calculated as the exponentiated average negative log-likelihood per token. Intuitively, it represents the effective number of equally-likely choices the model faces at each position. A perplexity of 10 means the model is, on average, as uncertain as if choosing uniformly among 10 options. A perplexity of 100 indicates much greater uncertainty. Lower perplexity ind... Read more on the glossary.",https://veda.ng/glossary/perplexity,,"perplexity, ai, artificial intelligence, ai, glossary, definition, perplexity"
Activation Function: Visual Knowledge Card,https://veda.ng/images/glossary/activation-function.svg,Artificial Intelligence Basics,,"Activation Function explained clearly. An activation function is a mathematical transformation applied to each neuron's output in a neural network, introducing the non-linearity essential for learning complex patterns. Without activation functions, any sequence of linear transformations collapses to a single linear transformation, no matter how many layers you stack, the network remains a linear model. Non-linear activations enable networks to approximate arbitrary functions,... Read more on the glossary.",https://veda.ng/glossary/activation-function,,"activation function, ai, artificial intelligence, ai, glossary, definition, activation, function"
Softmax: Visual Knowledge Card,https://veda.ng/images/glossary/softmax.svg,Artificial Intelligence Basics,,"Softmax explained clearly. Softmax is a mathematical function that transforms a vector of arbitrary real numbers into a probability distribution, where all values are positive and sum to exactly 1. For each input value, softmax computes the exponential of that value divided by the sum of all exponentials. This normalizes the outputs into valid probabilities. The function preserves relative ordering so that larger inputs yield larger probabilities while amplifying differences.... Read more on the glossary.",https://veda.ng/glossary/softmax,,"softmax, ai, artificial intelligence, ai, glossary, definition, softmax"
Cross-Entropy Loss: Visual Knowledge Card,https://veda.ng/images/glossary/cross-entropy-loss.svg,Artificial Intelligence Basics,,"Cross-Entropy Loss explained clearly. Cross-entropy loss is the standard objective function for training classification and language models, measuring the discrepancy between predicted probability distributions and true labels. For a single prediction, cross-entropy equals the negative logarithm of the probability assigned to the correct class. High confidence in correct answers yields low loss; low confidence yields high loss; confident wrong answers yield very high loss. Th... Read more on the glossary.",https://veda.ng/glossary/cross-entropy-loss,,"cross-entropy loss, ai, artificial intelligence, ai, glossary, definition, crossentropy, loss"
Perplexity Trap: Visual Knowledge Card,https://veda.ng/images/glossary/perplexity-trap.svg,Artificial Intelligence Basics,,"Perplexity Trap explained clearly. The perplexity trap describes the dangerous assumption that lower perplexity on benchmark datasets automatically translates to better real-world performance, when in fact the relationship between perplexity and task utility is often weak or nonexistent. Perplexity measures how well a model predicts text from a specific distribution, it's the exponential of cross-entropy loss. A model with lower perplexity on Wikipedia is better at predicting... Read more on the glossary.",https://veda.ng/glossary/perplexity-trap,,"perplexity trap, ai, artificial intelligence, ai, glossary, definition, perplexity, trap"
Throughput: Visual Knowledge Card,https://veda.ng/images/glossary/throughput.svg,Artificial Intelligence Basics,,"Throughput explained clearly. Throughput measures the rate at which a system processes work over time, typically expressed as requests per second, tokens per second, or transactions per minute. It's distinct from but related to latency: latency measures how long each individual request takes, while throughput measures how many requests complete in a given period. A system can have low latency but low throughput if it processes requests sequentially. Batching, grouping multipl... Read more on the glossary.",https://veda.ng/glossary/throughput,,"throughput, ai, artificial intelligence, ai, glossary, definition, throughput"
Sparse Expert: Visual Knowledge Card,https://veda.ng/images/glossary/sparse-expert.svg,Artificial Intelligence Basics,,"Sparse Expert explained clearly. A sparse expert is an individual specialized neural network module within a Mixture of Experts (MoE) architecture, where only a subset of experts activate for any given input rather than all parameters participating in every computation. Each expert is typically a feedforward network with its own weights, learning to handle different types of inputs or patterns. A gating network (router) examines each input and decides which experts should pro... Read more on the glossary.",https://veda.ng/glossary/sparse-expert,,"sparse expert, ai, artificial intelligence, ai, glossary, definition, sparse, expert"
Knowledge Distillation: Visual Knowledge Card,https://veda.ng/images/glossary/knowledge-distillation.svg,Artificial Intelligence Basics,,"Knowledge Distillation explained clearly. Knowledge distillation is a model compression technique where a smaller student model learns to replicate the behavior of a larger teacher model by training on the teacher's output probability distributions rather than just hard labels. When a teacher model classifies an image as 90% cat and 10% dog, that soft distribution contains more information than just the label 'cat.' The near-miss classifications, the confidence levels, the re... Read more on the glossary.",https://veda.ng/glossary/knowledge-distillation,,"knowledge distillation, ai, artificial intelligence, ai, glossary, definition, knowledge, distillation"
Scaling Law: Visual Knowledge Card,https://veda.ng/images/glossary/scaling-law.svg,Artificial Intelligence Basics,,"Scaling Law explained clearly. Scaling laws are empirical relationships that predict how neural network performance improves as you increase model parameters, training data, and compute budget. OpenAI's 2020 paper established that loss decreases as a power law with each scaling factor, meaning predictable improvement from throwing more resources at the problem. The Chinchilla scaling laws from DeepMind refined this: for compute-optimal training, model size and training tokens... Read more on the glossary.",https://veda.ng/glossary/scaling-law,,"scaling law, ai, artificial intelligence, ai, glossary, definition, scaling"
Reward Model: Visual Knowledge Card,https://veda.ng/images/glossary/reward-model.svg,Artificial Intelligence Basics,,"Reward Model explained clearly. A reward model is a neural network trained to predict human preferences, serving as the learned objective function in reinforcement learning from human feedback. Human labelers compare pairs of model outputs and indicate which they prefer. The reward model learns to predict these preferences, assigning higher scores to outputs humans would rate more favorably. Once trained, the reward model can evaluate millions of outputs without human involve... Read more on the glossary.",https://veda.ng/glossary/reward-model,,"reward model, ai, artificial intelligence, ai, glossary, definition, reward, model"
Scaffold: Visual Knowledge Card,https://veda.ng/images/glossary/scaffold.svg,Artificial Intelligence Basics,,"Scaffold explained clearly. A scaffold in AI prompting is a structured template that guides models through complex reasoning by decomposing problems into explicit steps. Rather than asking a model to solve a problem directly, scaffolding provides the skeleton of a solution process: first identify the key variables, then establish relationships between them, then apply the appropriate formula, then verify the result. The model fills in each section, constrained by the structur... Read more on the glossary.",https://veda.ng/glossary/scaffold,,"scaffold, ai, artificial intelligence, ai, glossary, definition, scaffold"
Few-Shot Prompting: Visual Knowledge Card,https://veda.ng/images/glossary/few-shot-prompting.svg,Artificial Intelligence Basics,,"Few-Shot Prompting explained clearly. Few-shot prompting is a technique where you provide a small number of input-output examples before presenting the actual task, enabling language models to learn the pattern and apply it to new inputs without any parameter updates. The prompt structure follows a pattern: Example 1 input, Example 1 output, Example 2 input, Example 2 output, then the actual input. The model recognizes the pattern from examples and generates an appropriate ou... Read more on the glossary.",https://veda.ng/glossary/few-shot-prompting,,"few-shot prompting, ai, artificial intelligence, ai, glossary, definition, fewshot, prompting"
Hyperparameter: Visual Knowledge Card,https://veda.ng/images/glossary/hyperparameter.svg,Artificial Intelligence Basics,,"Hyperparameter explained clearly. A hyperparameter is a configuration value set before training begins that controls the learning process but is not learned from data. Unlike model parameters (weights and biases) that are optimized during training, hyperparameters are chosen by practitioners and remain fixed throughout training. Learning rate is the most critical hyperparameter, too high and training diverges, too low and it stalls. Batch size affects gradient noise and memor... Read more on the glossary.",https://veda.ng/glossary/hyperparameter,,"hyperparameter, ai, artificial intelligence, ai, glossary, definition, hyperparameter"
Dropout: Visual Knowledge Card,https://veda.ng/images/glossary/dropout.svg,Artificial Intelligence Basics,,"Dropout explained clearly. Dropout is a regularization technique that randomly deactivates a fraction of neurons during each training step, forcing the network to learn redundant representations that generalize better. During training, each neuron has a probability p (typically 0.1 to 0.5) of being temporarily removed along with all its connections. This prevents neurons from co-adapting, relying too heavily on specific other neurons that might not be present. Each training i... Read more on the glossary.",https://veda.ng/glossary/dropout,,"dropout, ai, artificial intelligence, ai, glossary, definition, dropout"
Overfitting: Visual Knowledge Card,https://veda.ng/images/glossary/overfitting.svg,Artificial Intelligence Basics,,"Overfitting explained clearly. Overfitting is a fundamental machine learning failure mode where a model memorizes training examples rather than learning generalizable patterns, performing excellently on training data but poorly on new data. The model learns the noise, quirks, and specific details of training examples that don't apply to the broader distribution. A model that achieves 99% training accuracy but 60% test accuracy is severely overfit, it has essentially memorized... Read more on the glossary.",https://veda.ng/glossary/overfitting,,"overfitting, ai, artificial intelligence, ai, glossary, definition, overfitting"
Generalization: Visual Knowledge Card,https://veda.ng/images/glossary/generalization.svg,Artificial Intelligence Basics,,"Generalization explained clearly. Generalization is the ability of a machine learning model to perform well on new, previously unseen data drawn from the same distribution as the training data. A model that achieves 95% accuracy on both training and test sets has generalized well, it learned patterns that transfer beyond the specific examples it saw. This is the fundamental goal of machine learning: building models that capture underlying structure rather than memorizing exam... Read more on the glossary.",https://veda.ng/glossary/generalization,,"generalization, ai, artificial intelligence, ai, glossary, definition, generalization"
Backpropagation: Visual Knowledge Card,https://veda.ng/images/glossary/backpropagation.svg,Artificial Intelligence Basics,,"Backpropagation explained clearly. Backpropagation is the algorithm that makes deep learning possible by efficiently computing how each weight in a neural network should change to reduce prediction error. During a forward pass, input data flows through the network producing an output. The loss function measures how wrong that output is. Backpropagation then computes the gradient of this loss with respect to every weight in the network by propagating error signals backward fro... Read more on the glossary.",https://veda.ng/glossary/backpropagation,,"backpropagation, ai, artificial intelligence, ai, glossary, definition, backpropagation"
